id,name,literal,area,IP,read group,write group,value,command,device,comment,other groups
39,unknown,Control Domotico,Sala multiple,192.168.8.254,0/2/7,,,on/off,output8channel,,
40,unknown,Control Domotico,Sala multiple,192.168.8.254,0/2/0,1/0/1,,on/off,output8channel,,5/0/0 23/7/1
41,unknown,Control Domotico,Sala multiple,192.168.8.254,0/2/1,1/0/1,,on/off,output8channel,,5/0/0 23/7/1
42,unknown,Control Domotico,Sala multiple,192.168.8.254,0/2/2,,,on/off,output8channel,,
43,unknown,Control Domotico,Sala multiple,192.168.8.254,0/2/3,23/7/0,,on/off,output8channel,,
44,unknown,Control Domotico,Sala multiple,192.168.8.254,0/4/1,,,on/off,output16channel,,
45,unknown,Control Domotico,Sala multiple,192.168.8.254,0/4/2,3/2/0,,on/off,output16channel,,
46,unknown,Control Domotico,Sala multiple,192.168.8.254,0/4/3,,,on/off,output16channel,,
47,unknown,Control Domotico,Sala multiple,192.168.8.254,0/4/4,,,on/off,output16channel,,
48,unknown,Control Domotico,Sala multiple,192.168.8.254,0/4/5,,,on/off,output16channel,,
49,unknown,Control Domotico,Sala multiple,192.168.8.254,0/4/6,,,on/off,output16channel,,
50,unknown,Control Domotico,Sala multiple,192.168.8.254,0/4/7,,,on/off,output16channel,,
51,unknown,Control Domotico,Sala multiple,192.168.8.254,0/4/8,0/4/7,,on/off,output16channel,,
52,unknown,Control Domotico,Sala multiple,192.168.8.254,0/4/9,,,on/off,output16channel,,
53,unknown,Control Domotico,Sala multiple,192.168.8.254,0/4/10,,,on/off,output16channel,,
54,unknown,Control Domotico,Sala multiple,192.168.8.254,0/4/11,,,on/off,output16channel,,
55,unknown,Control Domotico,Sala multiple,192.168.8.254,0/4/12,,,on/off,output16channel,,
56,unknown,Control Domotico,Sala multiple,192.168.8.254,0/4/0,,,on/off,output16channel,,
57,unknown,Control Domotico,Sala multiple,192.168.8.254,0/4/13,,,on/off,output16channel,,
58,unknown,Control Domotico,Sala multiple,192.168.8.254,0/4/14,,,on/off,output16channel,,
59,unknown,Control Domotico,Sala multiple,192.168.8.254,0/4/15,23/7/0,,on/off,output16channel,,
60,unknown,Control Domotico,Sala multiple,192.168.8.254,23/7/2,,,on/off,input4channel,,
61,unknown,Control Domotico,Sala multiple,192.168.8.254,23/7/1,,,on/off,input4channel,,
62,unknown,Control Domotico,Sala multiple,192.168.8.254,23/7/2,,,on/off,input4channel,,
63,unknown,Control Domotico,Sala multiple,192.168.8.254,23/7/3,,,on/off,input4channel,,
64,unknown,Control Domotico,Sala multiple,192.168.8.254,3/0/0,,,on/off,interruptorSalaControl,,
65,unknown,Control Domotico,Sala multiple,192.168.8.254,4/0/0,,,on/off,interruptorSalaServidor,,
66,unknown,Control Domotico,Sala multiple,192.168.8.254,4/0/1,,,on/off,interruptorSalaServidor,,
67,unknown,Control Domotico,Sala multiple,192.168.8.254,4/1/0,,,on/off,interruptorPasillo,,
68,unknown,Control Domotico,Sala multiple,192.168.8.254,4/1/1,,,on/off,interruptorPasillo,,
69,unknown,Control Domotico,Sala multiple,192.168.8.254,3/0/1,,,on/off,15,,
70,unknown,Control Domotico,Sala multiple,192.168.8.254,3/0/1,,,on/off,15,,
71,unknown,Control Domotico,Sala multiple,192.168.8.254,3/0/2,,,on/off,16,,
72,unknown,Control Domotico,Sala multiple,192.168.8.254,3/0/2,,,on/off,16,,
73,unknown,Control Domotico,Sala multiple,192.168.8.254,4/2/0,,,on/off,panelRecepcion,,
74,unknown,Control Domotico,Sala multiple,192.168.8.254,4/2/1,,,on/off,panelRecepcion,,
75,unknown,Control Domotico,Sala multiple,192.168.8.254,4/2/2,,,on/off,panelRecepcion,,
76,unknown,Control Domotico,Sala multiple,192.168.8.254,4/2/3,,,on/off,panelRecepcion,,
77,unknown,Control Domotico,Sala multiple,192.168.8.254,4/2/4,,,on/off,panelRecepcion,,
78,unknown,Control Domotico,Sala multiple,192.168.8.254,4/2/5,,,on/off,panelRecepcion,,
79,unknown,Control Domotico,Sala multiple,192.168.8.254,4/2/6,,,on/off,panelRecepcion,,
80,unknown,Control Domotico,Sala multiple,192.168.8.254,4/2/7,,,on/off,panelRecepcion,,
81,unknown,Control Domotico,Sala multiple,192.168.8.254,7/0/0,,,on/off,timer,,
82,unknown,Control Domotico,Sala multiple,192.168.8.254,23/7/2,,,on/off,timer,,
83,unknown,Control Domotico,Sala multiple,192.168.8.254,7/1/0,,,on/off,timer,,
84,unknown,Control Domotico,Sala multiple,192.168.8.254,23/7/0,,,on/off,timer,,
85,unknown,Control Domotico,Sala multiple,192.168.8.254,7/2/0,,,on/off,timer,,
86,unknown,Control Domotico,Sala multiple,192.168.8.254,7/3/0,,,on/off,timer,,
87,unknown,Control Domotico,Sala multiple,192.168.8.254,4/6/0,,,on/off,interruptorConmutadorBanos,,
88,unknown,Control Domotico,Sala multiple,192.168.8.254,4/6/1,,,on/off,interruptorConmutadorBanos,,
89,unknown,Control Domotico,Sala multiple,192.168.8.254,4/3/0,,,on/off,interruptorPorteria,,
90,unknown,Control Domotico,Sala multiple,192.168.8.254,4/3/1,,,on/off,interruptorPorteria,,
91,unknown,Control Domotico,Sala multiple,192.168.8.254,4/3/2,,,on/off,interruptorParqueo,,
92,unknown,Control Domotico,Sala multiple,192.168.8.254,4/3/3,,,on/off,interruptorParqueo,,
93,unknown,Control Domotico,Sala multiple,192.168.8.254,4/5/0,,,on/off,panelPrensa1,,
94,unknown,Control Domotico,Sala multiple,192.168.8.254,4/5/1,,,on/off,panelPrensa1,,
95,unknown,Control Domotico,Sala multiple,192.168.8.254,4/5/2,,,on/off,panelPrensa2,,
96,unknown,Control Domotico,Sala multiple,192.168.8.254,4/5/3,,,on/off,panelPrensa2,,
97,unknown,Control Domotico,Sala multiple,192.168.8.254,4/4/0,,,on/off,convenciones,,
98,unknown,Control Domotico,Sala multiple,192.168.8.254,4/4/1,,,on/off,convenciones,,
99,unknown,Control Domotico,Sala multiple,192.168.8.254,4/4/2,,,on/off,convenciones,,
100,unknown,Control Domotico,Sala multiple,192.168.8.254,4/4/3,,,on/off,convenciones,,
101,unknown,Control Domotico,Sala multiple,192.168.8.254,4/4/4,,,on/off,convenciones,,
102,unknown,Control Domotico,Sala multiple,192.168.8.254,4/4/5,,,on/off,convenciones,,
103,unknown,Control Domotico,Sala multiple,192.168.8.254,4/4/6,,,on/off,convenciones,,
104,unknown,Control Domotico,Sala multiple,192.168.8.254,4/4/7,,,on/off,convenciones,,
105,unknown,Control Domotico,Sala multiple,192.168.8.254,2/0/0,4/3/0,,on/off,output12channel,,23/7/1
106,unknown,Control Domotico,Sala multiple,192.168.8.254,2/0/1,4/3/0,,on/off,output12channel,,23/7/1
107,unknown,Control Domotico,Sala multiple,192.168.8.254,2/0/2,4/3/1,,on/off,output12channel,,23/7/1
108,unknown,Control Domotico,Sala multiple,192.168.8.254,2/0/3,4/3/2,,on/off,output12channel,,23/7/1
109,unknown,Control Domotico,Sala multiple,192.168.8.254,2/0/4,4/3/3,,on/off,output12channel,,23/7/1
110,unknown,Control Domotico,Sala multiple,192.168.8.254,2/0/5,,,on/off,output12channel,,
111,unknown,Control Domotico,Sala multiple,192.168.8.254,2/0/6,7/0/0,,on/off,output12channel,,
112,unknown,Control Domotico,Sala multiple,192.168.8.254,2/0/7,,,on/off,output12channel,,
113,unknown,Control Domotico,Sala multiple,192.168.8.254,2/0/8,7/0/0,,on/off,output12channel,,23/7/1
114,unknown,Control Domotico,Sala multiple,192.168.8.254,2/0/9,7/0/0,,on/off,output12channel,,23/7/1
115,unknown,Control Domotico,Sala multiple,192.168.8.254,2/0/10,,,on/off,output12channel,,
116,unknown,Control Domotico,Sala multiple,192.168.8.254,2/0/11,,,on/off,output12channel,,
117,unknown,Control Domotico,Sala multiple,192.168.8.254,1/0/0,4/4/4,,on/off,output16channel,,7/0/0 23/7/1
118,unknown,Control Domotico,Sala multiple,192.168.8.254,1/0/1,4/4/4,,on/off,output16channel,,23/7/1
119,unknown,Control Domotico,Sala multiple,192.168.8.254,1/0/2,4/4/4,,on/off,output16channel,,7/0/0 23/7/1
120,unknown,Control Domotico,Sala multiple,192.168.8.254,1/0/3,4/4/4,,on/off,output16channel,,7/0/0 23/7/1
121,unknown,Control Domotico,Sala multiple,192.168.8.254,1/0/4,4/4/4,,on/off,output16channel,,23/7/1
122,unknown,Control Domotico,Sala multiple,192.168.8.254,1/0/5,4/4/4,,on/off,output16channel,,7/0/0 23/7/1
123,unknown,Control Domotico,Sala multiple,192.168.8.254,1/0/6,4/4/4,,on/off,output16channel,,23/7/1
124,unknown,Control Domotico,Sala multiple,192.168.8.254,1/0/7,4/4/4,,on/off,output16channel,,23/7/1
125,unknown,Control Domotico,Sala multiple,192.168.8.254,1/0/8,4/4/5,,on/off,output16channel,,23/7/1
126,unknown,Control Domotico,Sala multiple,192.168.8.254,1/0/9,4/4/4,,on/off,output16channel,,23/7/1
127,unknown,Control Domotico,Sala multiple,192.168.8.254,1/0/10,4/4/4,,on/off,output16channel,,7/0/0 23/7/1
128,unknown,Control Domotico,Sala multiple,192.168.8.254,1/0/11,7/0/0,,on/off,output16channel,,23/7/1
129,unknown,Control Domotico,Sala multiple,192.168.8.254,1/0/12,,,on/off,output16channel,,
130,unknown,Control Domotico,Sala multiple,192.168.8.254,1/0/13,1/0/11,,on/off,output16channel,,23/7/1
131,unknown,Control Domotico,Sala multiple,192.168.8.254,1/0/14,,,on/off,output16channel,,
132,unknown,Control Domotico,Sala multiple,192.168.8.254,1/0/15,,,on/off,output16channel,,
133,unknown,Control Domotico,Sala multiple,192.168.8.254,1/1/0,4/4/5,,on/off,output16channel,,23/7/1
134,unknown,Control Domotico,Sala multiple,192.168.8.254,1/1/1,4/4/5,,on/off,output16channel,,23/7/1
135,unknown,Control Domotico,Sala multiple,192.168.8.254,1/1/2,4/4/5,,on/off,output16channel,,23/7/1
136,unknown,Control Domotico,Sala multiple,192.168.8.254,1/1/3,4/4/5,,on/off,output16channel,,23/7/1
137,unknown,Control Domotico,Sala multiple,192.168.8.254,1/1/4,4/4/5,,on/off,output16channel,,23/7/1
138,unknown,Control Domotico,Sala multiple,192.168.8.254,1/1/5,4/4/5,,on/off,output16channel,,23/7/1
139,unknown,Control Domotico,Sala multiple,192.168.8.254,1/1/6,4/4/5,,on/off,output16channel,,23/7/1
140,unknown,Control Domotico,Sala multiple,192.168.8.254,1/1/7,4/4/5,,on/off,output16channel,,
141,unknown,Control Domotico,Sala multiple,192.168.8.254,1/1/8,4/4/5,,on/off,output16channel,,23/7/3
142,unknown,Control Domotico,Sala multiple,192.168.8.254,1/1/9,4/4/5,,on/off,output16channel,,23/7/3
143,unknown,Control Domotico,Sala multiple,192.168.8.254,1/1/10,4/4/5,,on/off,output16channel,,23/7/3
144,unknown,Control Domotico,Sala multiple,192.168.8.254,1/1/11,4/4/5,,on/off,output16channel,,
145,unknown,Control Domotico,Sala multiple,192.168.8.254,1/1/12,4/4/5,,on/off,output16channel,,
146,unknown,Control Domotico,Sala multiple,192.168.8.254,1/1/13,4/4/5,,on/off,output16channel,,
147,unknown,Control Domotico,Sala multiple,192.168.8.254,1/1/14,4/4/5,,on/off,output16channel,,
148,unknown,Control Domotico,Sala multiple,192.168.8.254,1/1/15,4/4/5,,on/off,output16channel,,
149,unknown,Control Domotico,Sala multiple,192.168.8.254,1/2/0,4/4/5,,on/off,output16channel,,23/7/1
150,unknown,Control Domotico,Sala multiple,192.168.8.254,1/2/1,4/4/5,,on/off,output16channel,,23/7/1
151,unknown,Control Domotico,Sala multiple,192.168.8.254,1/2/2,4/4/4,,on/off,output16channel,,23/7/1
152,unknown,Control Domotico,Sala multiple,192.168.8.254,1/2/3,4/4/5,,on/off,output16channel,,23/7/1
153,unknown,Control Domotico,Sala multiple,192.168.8.254,1/2/4,4/4/5,,on/off,output16channel,,23/7/1
154,unknown,Control Domotico,Sala multiple,192.168.8.254,1/2/5,4/4/5,,on/off,output16channel,,23/7/1
155,unknown,Control Domotico,Sala multiple,192.168.8.254,1/2/6,23/7/1,,on/off,output16channel,,
156,unknown,Control Domotico,Sala multiple,192.168.8.254,1/2/7,4/4/5,,on/off,output16channel,,
157,unknown,Control Domotico,Sala multiple,192.168.8.254,1/2/8,4/4/5,,on/off,output16channel,,
158,unknown,Control Domotico,Sala multiple,192.168.8.254,1/2/9,4/4/5,,on/off,output16channel,,
159,unknown,Control Domotico,Sala multiple,192.168.8.254,1/2/10,4/4/5,,on/off,output16channel,,
160,unknown,Control Domotico,Sala multiple,192.168.8.254,1/2/11,4/4/5,,on/off,output16channel,,
161,unknown,Control Domotico,Sala multiple,192.168.8.254,1/2/12,4/4/5,,on/off,output16channel,,
162,unknown,Control Domotico,Sala multiple,192.168.8.254,1/2/13,,,on/off,output16channel,,
163,unknown,Control Domotico,Sala multiple,192.168.8.254,1/2/14,,,on/off,output16channel,,
164,unknown,Control Domotico,Sala multiple,192.168.8.254,1/2/15,,,on/off,output16channel,,
165,unknown,Control Domotico,Sala multiple,192.168.8.254,1/3/0,4/4/5,,on/off,output16channel,,23/7/1
166,unknown,Control Domotico,Sala multiple,192.168.8.254,1/3/1,4/4/5,,on/off,output16channel,,23/7/1
167,unknown,Control Domotico,Sala multiple,192.168.8.254,1/3/2,4/4/5,,on/off,output16channel,,23/7/1
168,unknown,Control Domotico,Sala multiple,192.168.8.254,1/3/3,4/4/5,,on/off,output16channel,,23/7/1
169,unknown,Control Domotico,Sala multiple,192.168.8.254,1/3/4,4/4/5,,on/off,output16channel,,
170,unknown,Control Domotico,Sala multiple,192.168.8.254,1/3/5,4/4/5,,on/off,output16channel,,23/7/1
171,unknown,Control Domotico,Sala multiple,192.168.8.254,1/3/6,4/4/5,,on/off,output16channel,,23/7/1
172,unknown,Control Domotico,Sala multiple,192.168.8.254,1/3/7,4/4/5,,on/off,output16channel,,
173,unknown,Control Domotico,Sala multiple,192.168.8.254,1/3/8,4/4/0,,on/off,output16channel,,23/7/1
174,unknown,Control Domotico,Sala multiple,192.168.8.254,1/3/9,23/7/1,,on/off,output16channel,,
175,unknown,Control Domotico,Sala multiple,192.168.8.254,1/3/10,4/4/1,,on/off,output16channel,,4/5/0 4/5/2 23/7/1
176,unknown,Control Domotico,Sala multiple,192.168.8.254,1/3/11,4/4/2,,on/off,output16channel,,4/5/1 4/5/3 23/7/1
177,unknown,Control Domotico,Sala multiple,192.168.8.254,1/3/12,,,on/off,output16channel,,
178,unknown,Control Domotico,Sala multiple,192.168.8.254,1/3/13,,,on/off,output16channel,,
179,unknown,Control Domotico,Sala multiple,192.168.8.254,1/3/14,,,on/off,output16channel,,
180,unknown,Control Domotico,Sala multiple,192.168.8.254,1/3/15,,,on/off,output16channel,,
181,unknown,Control Domotico,Sala multiple,192.168.8.254,3/0/5,,,on/off,32,,
182,unknown,Control Domotico,Sala multiple,192.168.8.254,3/2/0,,,on/off,inbio,,
183,unknown,Control Domotico,Sala multiple,192.168.8.254,3/2/1,,,on/off,inbio,,
184,unknown,Control Domotico,Sala multiple,192.168.8.254,3/2/2,,,on/off,inbio,,
185,unknown,Control Domotico,Sala multiple,192.168.8.254,3/2/3,,,on/off,inbio,,
186,unknown,Control Domotico,Sala multiple,192.168.8.254,0/0/1,,,on/off,37,,
187,unknown,Control Domotico,Sala multiple,192.168.8.254,0/0/161,,,on/off,37,,
188,unknown,Control Domotico,Sala multiple,192.168.8.254,0/0/2,,,on/off,37,,
189,unknown,Control Domotico,Sala multiple,192.168.8.254,0/0/162,,,on/off,37,,
190,unknown,Control Domotico,Sala multiple,192.168.8.254,0/0/3,,,on/off,37,,
191,unknown,Control Domotico,Sala multiple,192.168.8.254,0/0/163,,,on/off,37,,
192,unknown,Control Domotico,Sala multiple,192.168.8.254,0/0/4,,,on/off,37,,
193,unknown,Control Domotico,Sala multiple,192.168.8.254,0/0/164,,,on/off,37,,
194,unknown,Control Domotico,Sala multiple,192.168.8.254,8/0/0,8/2/0,,on/off,55,,
195,unknown,Control Domotico,Sala multiple,192.168.8.254,8/0/1,8/2/1,,on/off,55,,
196,unknown,Control Domotico,Sala multiple,192.168.8.254,8/0/2,8/2/2,,on/off,55,,
197,unknown,Control Domotico,Sala multiple,192.168.8.254,8/0/3,8/2/0,,on/off,55,,8/2/1 8/2/2 8/2/3 8/2/8 8/2/9
198,unknown,Control Domotico,Sala multiple,192.168.8.254,8/0/4,,,on/off,55,,
199,unknown,Control Domotico,Sala multiple,192.168.8.254,8/0/5,,,on/off,55,,
200,unknown,Control Domotico,Sala multiple,192.168.8.254,8/0/6,,,on/off,55,,
201,unknown,Control Domotico,Sala multiple,192.168.8.254,8/0/7,,,on/off,55,,
202,unknown,Control Domotico,Sala multiple,192.168.8.254,8/1/0,8/2/3,,on/off,56,,
203,unknown,Control Domotico,Sala multiple,192.168.8.254,8/1/1,8/2/4,,on/off,56,,
204,unknown,Control Domotico,Sala multiple,192.168.8.254,8/1/2,8/2/3,,on/off,56,,
205,unknown,Control Domotico,Sala multiple,192.168.8.254,8/1/3,8/2/5,,on/off,56,,
206,unknown,Control Domotico,Sala multiple,192.168.8.254,8/1/4,8/2/6,,on/off,56,,
207,unknown,Control Domotico,Sala multiple,192.168.8.254,8/1/5,8/2/7,,on/off,56,,
208,unknown,Control Domotico,Sala multiple,192.168.8.254,8/1/6,8/2/7,,on/off,56,,
209,unknown,Control Domotico,Sala multiple,192.168.8.254,8/1/7,,,on/off,56,,
210,unknown,Control Domotico,Sala vip,192.168.4.214,0/0/1,2/3/0,,on/off,output12channel,,3/0/4 3/0/5 23/7/1
211,unknown,Control Domotico,Sala vip,192.168.4.214,0/0/2,2/3/1,,on/off,output12channel,,3/0/4 3/0/5 23/7/1
212,unknown,Control Domotico,Sala vip,192.168.4.214,0/0/3,7/0/0,,on/off,output12channel,,
213,unknown,Control Domotico,Sala vip,192.168.4.214,0/0/4,2/0/1,,on/off,output12channel,,3/0/0 3/0/3 23/7/1
214,unknown,Control Domotico,Sala vip,192.168.4.214,6/0/2,,,on/off,output12channel,,
215,unknown,Control Domotico,Sala vip,192.168.4.214,0/0/5,2/0/1,,on/off,output12channel,,3/0/0 3/0/3 23/7/1
216,unknown,Control Domotico,Sala vip,192.168.4.214,6/0/3,,,on/off,output12channel,,
217,unknown,Control Domotico,Sala vip,192.168.4.214,0/0/6,2/0/1,,on/off,output12channel,,23/7/1
218,unknown,Control Domotico,Sala vip,192.168.4.214,0/0/7,2/0/1,,on/off,output12channel,,3/0/0 3/0/3 23/7/1
219,unknown,Control Domotico,Sala vip,192.168.4.214,0/0/8,2/0/1,,on/off,output12channel,,3/0/0 3/0/3 23/7/1
220,unknown,Control Domotico,Sala vip,192.168.4.214,6/0/4,,,on/off,output12channel,,
221,unknown,Control Domotico,Sala vip,192.168.4.214,0/0/9,2/0/1,,on/off,output12channel,,3/0/0 3/0/3 23/7/1
222,unknown,Control Domotico,Sala vip,192.168.4.214,6/0/5,,,on/off,output12channel,,
223,unknown,Control Domotico,Sala vip,192.168.4.214,0/0/10,2/1/1,,on/off,output12channel,,2/2/1 23/7/1
224,unknown,Control Domotico,Sala vip,192.168.4.214,0/0/11,2/1/1,,on/off,output12channel,,2/2/1 23/7/1
225,unknown,Control Domotico,Sala vip,192.168.4.214,0/0/12,23/7/1,,on/off,output12channel,,
226,unknown,Control Domotico,Sala vip,192.168.4.214,6/0/0,,,on/off,output6channelDimmer,,
227,unknown,Control Domotico,Sala vip,192.168.4.214,6/0/1,,,on/off,output6channelDimmer,,
228,unknown,Control Domotico,Sala vip,192.168.4.214,1/0/0,2/0/0,,on/off,output6channelDimmer,,3/0/0 3/0/3 23/7/1
229,unknown,Control Domotico,Sala vip,192.168.4.214,1/1/0,2/0/2,,on/off,output6channelDimmer,,
230,unknown,Control Domotico,Sala vip,192.168.4.214,1/2/0,,,on/off,output6channelDimmer,,
231,unknown,Control Domotico,Sala vip,192.168.4.214,1/0/1,2/0/0,,on/off,output6channelDimmer,,3/0/0 23/7/1
232,unknown,Control Domotico,Sala vip,192.168.4.214,1/1/1,2/0/2,,on/off,output6channelDimmer,,
233,unknown,Control Domotico,Sala vip,192.168.4.214,1/2/1,,,on/off,output6channelDimmer,,
234,unknown,Control Domotico,Sala vip,192.168.4.214,1/0/2,2/0/0,,on/off,output6channelDimmer,,3/0/0 23/7/1
235,unknown,Control Domotico,Sala vip,192.168.4.214,1/1/2,2/0/2,,on/off,output6channelDimmer,,
236,unknown,Control Domotico,Sala vip,192.168.4.214,1/2/2,,,on/off,output6channelDimmer,,
237,unknown,Control Domotico,Sala vip,192.168.4.214,1/0/3,2/1/0,,on/off,output6channelDimmer,,2/2/0 3/0/1 3/0/2 23/7/1
238,unknown,Control Domotico,Sala vip,192.168.4.214,1/1/3,2/1/2,,on/off,output6channelDimmer,,2/2/2
239,unknown,Control Domotico,Sala vip,192.168.4.214,1/2/3,,,on/off,output6channelDimmer,,
240,unknown,Control Domotico,Sala vip,192.168.4.214,1/0/4,2/1/0,,on/off,output6channelDimmer,,2/2/0 3/0/1 3/0/2 23/7/1
241,unknown,Control Domotico,Sala vip,192.168.4.214,1/1/4,2/1/2,,on/off,output6channelDimmer,,2/2/2 2/2/3
242,unknown,Control Domotico,Sala vip,192.168.4.214,1/2/4,,,on/off,output6channelDimmer,,
243,unknown,Control Domotico,Sala vip,192.168.4.214,1/0/5,23/7/0,,on/off,output6channelDimmer,,
244,unknown,Control Domotico,Sala vip,192.168.4.214,1/1/5,,,on/off,output6channelDimmer,,
245,unknown,Control Domotico,Sala vip,192.168.4.214,1/2/5,,,on/off,output6channelDimmer,,
246,unknown,Control Domotico,Sala vip,192.168.4.214,7/0/0,,,on/off,timer,,
247,unknown,Control Domotico,Sala vip,192.168.4.214,23/7/2,,,on/off,timer,,
248,unknown,Control Domotico,Sala vip,192.168.4.214,7/0/1,,,on/off,timer,,
249,unknown,Control Domotico,Sala vip,192.168.4.214,23/7/0,,,on/off,timer,,
250,unknown,Control Domotico,Sala vip,192.168.4.214,7/0/2,,,on/off,timer,,
251,unknown,Control Domotico,Sala vip,192.168.4.214,7/0/3,,,on/off,timer,,
252,unknown,Control Domotico,Sala vip,192.168.4.214,3/0/0,,,on/off,sensorMovimiento6,,
253,unknown,Control Domotico,Sala vip,192.168.4.214,3/0/1,,,on/off,sensorMovimiento2,,
254,unknown,Control Domotico,Sala vip,192.168.4.214,3/0/2,,,on/off,06,,
255,unknown,Control Domotico,Sala vip,192.168.4.214,3/0/3,,,on/off,sensorMovimiento4,,
256,unknown,Control Domotico,Sala vip,192.168.4.214,3/0/4,,,on/off,sensorMovimiento5,,
257,unknown,Control Domotico,Sala vip,192.168.4.214,3/0/5,,,on/off,sensorMovimiento3,,
258,unknown,Control Domotico,Sala vip,192.168.4.214,2/0/0,,,on/off,interruptorPasillos,,
259,unknown,Control Domotico,Sala vip,192.168.4.214,2/0/2,,,on/off,interruptorPasillos,,
260,unknown,Control Domotico,Sala vip,192.168.4.214,2/0/1,,,on/off,interruptorPasillos,,
261,unknown,Control Domotico,Sala vip,192.168.4.214,2/0/3,,,on/off,interruptorPasillos,,
262,unknown,Control Domotico,Sala vip,192.168.4.214,2/1/0,,,on/off,interruptorDescanso,,
263,unknown,Control Domotico,Sala vip,192.168.4.214,2/1/2,,,on/off,interruptorDescanso,,
264,unknown,Control Domotico,Sala vip,192.168.4.214,2/1/1,,,on/off,interruptorDescanso,,
265,unknown,Control Domotico,Sala vip,192.168.4.214,2/1/3,,,on/off,interruptorDescanso,,
266,unknown,Control Domotico,Sala vip,192.168.4.214,0/0/1,,,on/off,rs232,,
267,unknown,Control Domotico,Sala vip,192.168.4.214,0/0/2,,,on/off,rs232,,
268,unknown,Control Domotico,Sala vip,192.168.4.214,0/0/3,,,on/off,rs232,,
