id,name,literal,area,IP,read group,write group,value,command,device,comment,other groups
565,unknown,Control Domotico,Auditorios,192.168.6.254,5/3/16,5/3/4,,on/off,23,,
566,unknown,Control Domotico,Auditorios,192.168.6.254,5/3/17,5/3/5,,on/off,23,,
567,unknown,Control Domotico,Auditorios,192.168.6.254,5/3/18,5/3/6,,on/off,23,,
568,unknown,Control Domotico,Auditorios,192.168.6.254,5/3/19,5/3/7,,on/off,23,,
569,unknown,Control Domotico,Auditorios,192.168.6.254,5/4/0,,,on/off,24,,
570,unknown,Control Domotico,Auditorios,192.168.6.254,5/4/1,,,on/off,24,,
571,unknown,Control Domotico,Auditorios,192.168.6.254,5/4/2,,,on/off,25,,
572,unknown,Control Domotico,Auditorios,192.168.6.254,5/4/3,,,on/off,25,,
573,unknown,Control Domotico,Auditorios,192.168.6.254,5/4/4,,,on/off,25,,
574,unknown,Control Domotico,Auditorios,192.168.6.254,5/4/5,,,on/off,25,,
575,unknown,Control Domotico,Auditorios,192.168.6.254,5/3/4,5/4/6,,on/off,25,,
576,unknown,Control Domotico,Auditorios,192.168.6.254,5/3/5,5/4/7,,on/off,25,,
577,unknown,Control Domotico,Auditorios,192.168.6.254,5/3/6,5/4/8,,on/off,25,,
578,unknown,Control Domotico,Auditorios,192.168.6.254,5/4/9,,,on/off,25,,
579,unknown,Control Domotico,Auditorios,192.168.6.254,5/0/28,,,on/off,25,,
580,unknown,Control Domotico,Auditorios,192.168.6.254,5/4/11,,,on/off,25,,
581,unknown,Control Domotico,Auditorios,192.168.6.254,5/4/12,,,on/off,25,,
582,unknown,Control Domotico,Auditorios,192.168.6.254,5/4/13,,,on/off,25,,
583,unknown,Control Domotico,Auditorios,192.168.6.254,5/5/0,,,on/off,26,,
584,unknown,Control Domotico,Auditorios,192.168.6.254,5/5/1,,,on/off,26,,
585,unknown,Control Domotico,Auditorios,192.168.6.254,5/5/2,,,on/off,26,,
586,unknown,Control Domotico,Auditorios,192.168.6.254,5/5/3,,,on/off,26,,
587,unknown,Control Domotico,Auditorios,192.168.6.254,5/0/28,5/5/4,,on/off,26,,
588,unknown,Control Domotico,Auditorios,192.168.6.254,5/5/5,,,on/off,26,,
589,unknown,Control Domotico,Auditorios,192.168.6.254,5/5/6,,,on/off,26,,
590,unknown,Control Domotico,Auditorios,192.168.6.254,5/5/7,,,on/off,26,,
591,unknown,Control Domotico,Auditorios,192.168.6.254,5/5/12,,,on/off,27,,
592,unknown,Control Domotico,Auditorios,192.168.6.254,5/5/13,,,on/off,27,,
593,unknown,Control Domotico,Auditorios,192.168.6.254,5/5/14,,,on/off,27,,
594,unknown,Control Domotico,Auditorios,192.168.6.254,5/5/15,,,on/off,27,,
595,unknown,Control Domotico,Auditorios,192.168.6.254,5/0/28,5/5/16,,on/off,27,,
596,unknown,Control Domotico,Auditorios,192.168.6.254,5/5/17,,,on/off,27,,
597,unknown,Control Domotico,Auditorios,192.168.6.254,5/5/18,,,on/off,27,,
598,unknown,Control Domotico,Auditorios,192.168.6.254,5/5/19,,,on/off,27,,
599,unknown,Control Domotico,Auditorios,192.168.6.254,5/3/16,3/0/0,,on/off,28,,5/3/4 5/4/6 23/7/1
600,unknown,Control Domotico,Auditorios,192.168.6.254,5/3/16,3/0/1,,on/off,28,,5/3/4 5/4/6 23/7/1
601,unknown,Control Domotico,Auditorios,192.168.6.254,5/3/16,3/0/2,,on/off,28,,5/3/4 5/4/6 23/7/1
602,unknown,Control Domotico,Auditorios,192.168.6.254,5/3/16,3/0/1,,on/off,28,,3/0/3 5/3/4 5/4/6 23/7/1
603,unknown,Control Domotico,Auditorios,192.168.6.254,5/3/16,3/0/4,,on/off,28,,5/3/4 5/4/6 23/7/1
604,unknown,Control Domotico,Auditorios,192.168.6.254,5/3/16,3/0/5,,on/off,28,,5/3/4 5/4/6 23/7/1
605,unknown,Control Domotico,Auditorios,192.168.6.254,5/3/17,3/0/6,,on/off,28,,5/3/5 5/4/7 23/7/1
606,unknown,Control Domotico,Auditorios,192.168.6.254,5/3/17,3/0/7,,on/off,28,,5/3/5 5/4/7 23/7/1
607,unknown,Control Domotico,Auditorios,192.168.6.254,5/3/18,3/0/8,,on/off,28,,5/3/6 5/4/8 23/7/1
608,unknown,Control Domotico,Auditorios,192.168.6.254,5/3/18,3/0/9,,on/off,28,,5/3/6 5/4/8 23/7/1
609,unknown,Control Domotico,Auditorios,192.168.6.254,5/3/18,3/0/10,,on/off,28,,5/3/6 5/4/8 23/7/1
610,unknown,Control Domotico,Auditorios,192.168.6.254,5/3/18,3/0/11,,on/off,28,,5/3/6 5/4/8 23/7/1
611,unknown,Control Domotico,Auditorios,192.168.6.254,5/3/18,3/0/12,,on/off,28,,5/3/6 5/4/8 23/7/1
612,unknown,Control Domotico,Auditorios,192.168.6.254,5/3/18,3/0/13,,on/off,28,,5/3/6 5/4/8 23/7/1
613,unknown,Control Domotico,Auditorios,192.168.6.254,5/3/18,3/0/14,,on/off,28,,5/3/6 5/4/7 23/7/1
614,unknown,Control Domotico,Auditorios,192.168.6.254,3/0/15,5/4/9,,on/off,28,,23/7/1
615,unknown,Control Domotico,Auditorios,192.168.6.254,3/1/0,5/4/9,,on/off,29,,23/7/1
616,unknown,Control Domotico,Auditorios,192.168.6.254,3/1/1,5/4/9,,on/off,29,,23/7/1
617,unknown,Control Domotico,Auditorios,192.168.6.254,3/1/2,5/4/9,,on/off,29,,23/7/1
618,unknown,Control Domotico,Auditorios,192.168.6.254,3/1/3,5/0/28,,on/off,29,,23/7/1
619,unknown,Control Domotico,Auditorios,192.168.6.254,3/1/4,5/4/8,,on/off,29,,23/7/1
620,unknown,Control Domotico,Auditorios,192.168.6.254,3/1/5,5/4/8,,on/off,29,,23/7/1
621,unknown,Control Domotico,Auditorios,192.168.6.254,3/1/6,5/0/28,,on/off,29,,23/7/1
622,unknown,Control Domotico,Auditorios,192.168.6.254,3/1/7,5/0/28,,on/off,29,,23/7/1
623,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/0,,,on/off,32,,
624,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/1,,,on/off,32,,
625,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/2,,,on/off,32,,
626,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/3,,,on/off,32,,
627,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/4,,,on/off,32,,
628,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/5,,,on/off,32,,
629,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/6,,,on/off,32,,
630,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/7,,,on/off,32,,
631,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/8,,,on/off,32,,
632,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/9,,,on/off,32,,
633,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/10,,,on/off,32,,
634,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/11,,,on/off,32,,
635,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/12,,,on/off,32,,
636,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/13,,,on/off,32,,
637,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/14,,,on/off,32,,
638,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/15,,,on/off,32,,
639,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/16,,,on/off,32,,
640,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/17,,,on/off,32,,
641,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/18,,,on/off,32,,
642,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/19,,,on/off,32,,
643,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/20,,,on/off,32,,
644,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/21,,,on/off,32,,
645,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/22,,,on/off,32,,
646,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/23,,,on/off,32,,
647,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/24,,,on/off,32,,
648,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/25,,,on/off,32,,
649,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/26,,,on/off,32,,
650,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/27,,,on/off,32,,
651,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/28,,,on/off,32,,
652,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/29,,,on/off,32,,
653,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/30,,,on/off,32,,
654,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/31,,,on/off,32,,
655,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/32,,,on/off,32,,
656,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/33,,,on/off,32,,
657,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/34,,,on/off,32,,
658,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/35,,,on/off,32,,
659,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/36,,,on/off,32,,
660,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/37,,,on/off,32,,
661,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/38,,,on/off,32,,
662,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/39,,,on/off,32,,
663,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/40,,,on/off,32,,
664,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/41,,,on/off,32,,
665,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/42,,,on/off,32,,
666,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/43,,,on/off,32,,
667,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/44,,,on/off,32,,
668,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/45,,,on/off,32,,
669,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/46,,,on/off,32,,
670,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/47,,,on/off,32,,
671,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/48,,,on/off,32,,
672,unknown,Control Domotico,Auditorios,192.168.6.254,8/1/49,,,on/off,32,,
673,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/0,,,on/off,33,,
674,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/1,,,on/off,33,,
675,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/2,,,on/off,33,,
676,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/3,,,on/off,33,,
677,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/4,,,on/off,33,,
678,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/5,,,on/off,33,,
679,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/6,,,on/off,33,,
680,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/7,,,on/off,33,,
681,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/8,,,on/off,33,,
682,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/9,,,on/off,33,,
683,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/10,,,on/off,33,,
684,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/11,,,on/off,33,,
685,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/12,,,on/off,33,,
686,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/13,,,on/off,33,,
687,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/14,,,on/off,33,,
688,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/15,,,on/off,33,,
689,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/16,,,on/off,33,,
690,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/17,,,on/off,33,,
691,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/18,,,on/off,33,,
692,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/19,,,on/off,33,,
693,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/20,,,on/off,33,,
694,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/21,,,on/off,33,,
695,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/22,,,on/off,33,,
696,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/23,,,on/off,33,,
697,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/24,,,on/off,33,,
698,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/25,,,on/off,33,,
699,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/26,,,on/off,33,,
700,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/27,,,on/off,33,,
701,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/28,,,on/off,33,,
702,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/29,,,on/off,33,,
703,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/30,,,on/off,33,,
704,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/31,,,on/off,33,,
705,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/32,,,on/off,33,,
706,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/33,,,on/off,33,,
707,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/34,,,on/off,33,,
708,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/35,,,on/off,33,,
709,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/36,,,on/off,33,,
710,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/37,,,on/off,33,,
711,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/38,,,on/off,33,,
712,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/39,,,on/off,33,,
713,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/40,,,on/off,33,,
714,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/41,,,on/off,33,,
715,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/42,,,on/off,33,,
716,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/43,,,on/off,33,,
717,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/44,,,on/off,33,,
718,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/45,,,on/off,33,,
719,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/46,,,on/off,33,,
720,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/47,,,on/off,33,,
721,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/48,,,on/off,33,,
722,unknown,Control Domotico,Auditorios,192.168.6.254,8/2/49,,,on/off,33,,
723,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/0,,,on/off,34,,
724,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/1,,,on/off,34,,
725,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/2,,,on/off,34,,
726,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/3,,,on/off,34,,
727,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/4,,,on/off,34,,
728,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/5,,,on/off,34,,
729,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/6,,,on/off,34,,
730,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/7,,,on/off,34,,
731,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/8,,,on/off,34,,
732,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/9,,,on/off,34,,
733,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/10,,,on/off,34,,
734,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/11,,,on/off,34,,
735,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/12,,,on/off,34,,
736,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/13,,,on/off,34,,
737,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/14,,,on/off,34,,
738,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/15,,,on/off,34,,
739,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/16,,,on/off,34,,
740,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/17,,,on/off,34,,
741,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/18,,,on/off,34,,
742,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/19,,,on/off,34,,
743,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/20,,,on/off,34,,
744,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/21,,,on/off,34,,
745,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/22,,,on/off,34,,
746,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/23,,,on/off,34,,
747,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/24,,,on/off,34,,
748,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/25,,,on/off,34,,
749,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/26,,,on/off,34,,
750,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/27,,,on/off,34,,
751,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/28,,,on/off,34,,
752,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/29,,,on/off,34,,
753,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/30,,,on/off,34,,
754,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/31,,,on/off,34,,
755,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/32,,,on/off,34,,
756,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/33,,,on/off,34,,
757,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/34,,,on/off,34,,
758,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/35,,,on/off,34,,
759,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/36,,,on/off,34,,
760,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/37,,,on/off,34,,
761,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/38,,,on/off,34,,
762,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/39,,,on/off,34,,
763,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/40,,,on/off,34,,
764,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/41,,,on/off,34,,
765,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/42,,,on/off,34,,
766,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/43,,,on/off,34,,
767,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/44,,,on/off,34,,
768,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/45,,,on/off,34,,
769,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/46,,,on/off,34,,
770,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/47,,,on/off,34,,
771,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/48,,,on/off,34,,
772,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/49,,,on/off,34,,
773,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/0,,,on/off,35,,
774,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/1,,,on/off,35,,
775,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/2,,,on/off,35,,
776,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/3,,,on/off,35,,
777,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/4,,,on/off,35,,
778,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/5,,,on/off,35,,
779,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/6,,,on/off,35,,
780,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/7,,,on/off,35,,
781,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/8,,,on/off,35,,
782,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/9,,,on/off,35,,
783,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/10,,,on/off,35,,
784,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/11,,,on/off,35,,
785,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/12,,,on/off,35,,
786,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/13,,,on/off,35,,
787,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/14,,,on/off,35,,
788,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/15,,,on/off,35,,
789,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/16,,,on/off,35,,
790,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/17,,,on/off,35,,
791,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/18,,,on/off,35,,
792,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/19,,,on/off,35,,
793,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/20,,,on/off,35,,
794,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/21,,,on/off,35,,
795,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/22,,,on/off,35,,
796,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/23,,,on/off,35,,
797,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/24,,,on/off,35,,
798,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/25,,,on/off,35,,
799,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/26,,,on/off,35,,
800,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/27,,,on/off,35,,
801,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/28,,,on/off,35,,
802,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/29,,,on/off,35,,
803,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/30,,,on/off,35,,
804,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/31,,,on/off,35,,
805,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/32,,,on/off,35,,
806,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/33,,,on/off,35,,
807,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/34,,,on/off,35,,
808,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/35,,,on/off,35,,
809,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/36,,,on/off,35,,
810,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/37,,,on/off,35,,
811,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/38,,,on/off,35,,
812,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/39,,,on/off,35,,
813,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/40,,,on/off,35,,
814,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/41,,,on/off,35,,
815,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/42,,,on/off,35,,
816,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/43,,,on/off,35,,
817,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/44,,,on/off,35,,
818,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/45,,,on/off,35,,
819,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/46,,,on/off,35,,
820,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/47,,,on/off,35,,
821,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/48,,,on/off,35,,
822,unknown,Control Domotico,Auditorios,192.168.6.254,8/0/49,,,on/off,35,,
